"Date","Brazil_YoY","Canada_YoY","China_YoY","Euro Area_YoY","France_YoY","Germany_YoY","Italy_YoY","Japan_YoY","Spain_YoY","Sweden_YoY","United Kingdom_YoY","United States_YoY"
2024-06-16,4.24931891,2.48694842,0.38664382,2.22677014,2.11825524,2.12273672,0.86333954,2.82748498,3.59029714,3.65102271,2.37176693,2.96629752
2024-06-17,4.29562766,2.42196285,0.38664382,2.20823318,2.11825524,2.12273672,0.86333954,2.83040397,3.59029714,3.61883845,2.21796539,2.90398154
2024-06-18,4.24950149,2.5819079,0.38664382,2.1605799,2.06585422,2.06273816,0.86741301,2.83040397,3.59704211,3.6237244,2.21329523,3.16560215
2024-06-19,4.24950149,2.57036277,0.41624536,2.27131515,2.10642211,2.16299309,0.88435049,2.82454025,3.56534444,3.60910938,1.87959552,3.16560215
2024-06-20,4.24950149,2.57036277,0.41624536,2.30712884,2.10642211,2.19951944,0.89858315,2.82454025,3.56729832,3.60910938,1.87959552,3.1656881
2024-06-21,4.24950149,2.52397957,0.41616827,2.3085337,2.11325213,2.19951944,0.89858315,2.95571305,3.57319329,3.60910938,1.84130261,3.17027223
2024-06-22,4.24950149,2.52397957,0.41616827,2.3085337,2.11325213,2.19951944,0.89858315,2.95571305,3.57319329,3.60910938,1.84130261,3.17027223
2024-06-23,4.24950149,2.52397957,0.41616827,2.3085337,2.11325213,2.19951944,0.89858315,2.95571305,3.57319329,3.60910938,1.84130261,3.17027223
2024-06-24,4.20062238,2.47443636,0.39956368,2.23636583,2.11325213,2.19733283,0.89858315,2.92831041,3.57319329,3.59740223,1.78849728,3.05347396
2024-06-25,4.2374841,2.7427274,0.39956368,2.22170317,2.07708046,2.15470331,0.9009392,2.92831041,3.5794589,3.60883134,1.77683393,3.17486601
2024-06-26,4.2374841,2.79870395,0.38776009,2.22186715,2.09608763,2.18904149,0.9009392,2.92353455,3.5794589,3.63118368,1.77683393,3.17486601
2024-06-27,4.24352285,2.79870395,0.39872252,2.41127959,2.21676129,2.3427828,0.98569129,2.92353455,3.72880637,3.72818353,1.77683393,3.1982708
2024-06-28,4.23170942,2.8034614,0.39856806,2.4369474,2.21676129,2.3197631,0.98569129,2.89711573,3.72880637,3.68427246,1.80733184,3.19797535
2024-06-29,4.23170942,2.8034614,0.39856806,2.4369474,2.21676129,2.3197631,0.98569129,2.89711573,3.72880637,3.68427246,1.80733184,3.19797535
2024-06-30,4.23170942,2.8034614,0.39856806,2.4369474,2.21676129,2.3197631,0.98569129,2.89711573,3.72880637,3.68427246,1.80733184,3.19797535
2024-07-01,4.63836987,2.95979893,0.46982141,2.47256122,2.1336004,2.22562937,0.91503275,2.88438196,3.4035036,3.64113122,1.69745685,3.25907396
2024-07-02,4.64210837,2.95050465,0.46982141,2.55420685,2.13382201,2.22497743,0.9101923,2.88438196,3.40183824,3.62804869,1.69450183,3.36618535
2024-07-03,4.64210837,2.82207313,0.49835197,2.55395294,2.13382201,2.22497743,0.9101923,2.87650349,3.40183824,3.62804869,1.70394075,3.366206
2024-07-04,4.64210837,2.82295093,0.49835197,2.60330206,2.15308072,2.25618562,0.93114582,2.87650349,3.4188729,3.63363867,1.70394075,3.366206
2024-07-05,4.64210837,2.83229786,0.52165184,2.60821528,2.15323965,2.25616208,0.93114582,2.87650349,3.4191269,3.63363867,1.7145284,3.36206233
2024-07-06,4.64210837,2.83229786,0.52165184,2.60821528,2.15323965,2.25616208,0.93114582,2.87650349,3.4191269,3.63363867,1.7145284,3.36206233
2024-07-07,4.64210837,2.83229786,0.52165184,2.60821528,2.15323965,2.25616208,0.93114582,2.87650349,3.4191269,3.63363867,1.7145284,3.36206233
2024-07-08,4.72151539,2.80923706,0.52165184,2.59067106,2.15323965,2.25616208,0.93114582,2.84709979,3.4191269,3.63461663,1.67761619,3.34736547
2024-07-09,4.72151539,2.79648806,0.52165184,2.59395184,2.15213403,2.25395695,0.92522867,2.84709979,3.41080188,3.62516073,1.69826873,3.25305178
2024-07-10,4.56681431,2.8307576,0.34451241,2.57686847,2.15586399,2.23680246,0.94431711,2.69186808,3.41621057,3.60838939,1.69826873,3.25305178
2024-07-11,4.56681431,2.8307576,0.34451241,2.57628436,2.14907692,2.23546274,0.93940831,2.69186808,3.40884078,3.60838939,1.69826873,3.24373772
2024-07-12,4.51405762,2.77312453,0.33982401,2.57907852,2.17902816,2.23665178,0.94541628,2.69186808,3.44472726,2.4893421,1.74067378,2.9531446
2024-07-13,4.51405762,2.77312453,0.33982401,2.57907852,2.17902816,2.23665178,0.94541628,2.69186808,3.44472726,2.4893421,1.74067378,2.9531446
2024-07-14,4.51405762,2.77312453,0.33982401,2.57907852,2.17902816,2.23665178,0.94541628,2.69186808,3.44472726,2.4893421,1.74067378,2.9531446
2024-07-15,4.378352,2.69700547,0.33982401,2.54940174,2.17902816,2.23610281,0.94541628,2.67128711,3.44472726,2.46891553,1.73961643,2.96107875
2024-07-16,4.378352,2.56910255,0.33982401,2.55424467,2.17192792,2.2267937,0.94019342,2.67128711,3.43904406,2.46648672,1.74633194,2.8835297
2024-07-17,4.378352,2.48397754,0.31353178,2.41353446,2.1451018,2.12944086,0.90344588,2.67128711,3.42726755,2.46327116,1.95679485,2.8835297
2024-07-18,4.4379734,2.48397754,0.33274683,2.41353446,2.13881069,2.12944086,0.90344588,2.66892263,3.42010935,2.46327116,1.95679485,2.87717081
2024-07-19,4.4379734,2.42631526,0.33274683,2.41572426,2.13881069,2.13375339,0.9113383,2.73886388,3.42010935,2.46327116,1.95080577,2.8770174
2024-07-20,4.4379734,2.42631526,0.33274683,2.41572426,2.13881069,2.13375339,0.9113383,2.73886388,3.42010935,2.46327116,1.95080577,2.8770174
2024-07-21,4.4379734,2.42631526,0.33274683,2.41572426,2.13881069,2.13375339,0.9113383,2.73886388,3.42010935,2.46327116,1.95080577,2.8770174
2024-07-22,4.48743907,2.40341858,0.33234767,2.42323895,2.13881069,2.13417473,0.9113383,2.74657058,3.42010935,2.4669119,1.97329624,2.78652074
2024-07-23,4.48743907,2.37893894,0.33234767,2.43265801,2.12356901,2.11779139,0.89001313,2.74657058,3.39023378,2.44388173,1.96979827,2.6554421
2024-07-24,4.48743907,2.36505043,0.35846607,2.28413529,2.08360339,2.03115255,0.86756322,2.74268366,3.31595144,2.42583189,1.96979827,2.6554421
2024-07-25,4.51120361,2.36505043,0.34564511,2.28413529,2.07541995,2.03115255,0.86756322,2.74268366,3.30657099,2.42074301,1.93228115,2.65360654
2024-07-26,4.51120361,2.37691322,0.34566582,2.28458974,2.07541995,2.02949149,0.86756322,2.74268366,3.30657099,2.41309764,1.92936426,2.65358626
2024-07-27,4.51120361,2.37691322,0.34566582,2.28458974,2.07541995,2.02949149,0.86756322,2.74268366,3.30657099,2.41309764,1.92936426,2.65358626
2024-07-28,4.51120361,2.37691322,0.34566582,2.28458974,2.07541995,2.02949149,0.86756322,2.74268366,3.30657099,2.41309764,1.92936426,2.65358626
2024-07-29,4.58604182,2.36242143,0.34566582,2.29394542,2.07541995,2.02949149,0.86756322,2.72165528,3.30657099,2.4121013,1.92375324,2.6894804
2024-07-30,4.58329309,2.27141275,0.34369597,2.29570736,2.0299966,2.02949149,0.79147137,2.72165528,3.30657099,2.42057807,1.92199217,2.47433309
2024-07-31,4.5762276,2.26144688,0.32278513,2.29570736,2.0299966,2.02949149,0.79147137,2.71401959,3.30657099,2.48889243,1.9813591,2.47433309
2024-08-01,4.91996277,1.84012076,0.36169262,2.40489548,2.18072935,2.16798168,1.38554295,2.57805633,2.71624476,2.45451237,2.02489116,2.28051056
2024-08-02,4.91996277,1.87653715,0.30789522,2.39986074,2.18072935,2.16678,1.38554295,2.57805633,2.71624476,2.45451237,2.00312779,2.28720441
2024-08-03,4.91996277,1.87653715,0.30789522,2.39986074,2.18072935,2.16678,1.38554295,2.57805633,2.71624476,2.45451237,2.00312779,2.28720441
2024-08-04,4.91996277,1.87653715,0.30789522,2.39986074,2.18072935,2.16678,1.38554295,2.57805633,2.71624476,2.45451237,2.00312779,2.28720441
2024-08-05,4.86516737,1.8107402,0.30789522,2.37425594,2.18072935,2.16678,1.38554295,2.56504207,2.71624476,2.43037334,1.98401717,2.4060002
2024-08-06,4.86516737,1.92305799,0.30789522,2.34828647,2.14120696,2.1206535,1.3244839,2.56504207,2.68801476,2.39749727,1.92653635,2.22581647
2024-08-07,4.86516737,1.84206217,0.23087907,2.04664726,2.08712866,1.95070894,1.26062887,2.5336792,2.57076171,2.35288579,1.92885199,2.22581647
2024-08-08,4.86516737,1.89128649,0.23087907,2.04664726,2.07253729,1.95070894,1.26062887,2.54121028,2.55350651,2.35288579,1.92885199,2.20646492
2024-08-09,4.78907485,1.89128649,0.51758667,2.03828223,2.07253729,1.95039377,1.17828089,2.54121028,2.55350651,2.35288579,1.8992904,2.20646492
2024-08-10,4.78907485,1.89128649,0.51758667,2.03828223,2.07253729,1.95039377,1.17828089,2.54121028,2.55350651,2.35288579,1.8992904,2.20646492
2024-08-11,4.78907485,1.89128649,0.51758667,2.03828223,2.07253729,1.95039377,1.17828089,2.54121028,2.55350651,2.35288579,1.8992904,2.20646492
2024-08-12,4.81703069,1.88217267,0.49651618,2.03026567,2.07253729,1.95039377,1.17828089,2.50398968,2.55350651,2.34377283,1.88550877,2.33398281
2024-08-13,4.81703069,1.81861012,0.49651618,2.04675919,2.05953105,1.9422303,1.14784645,2.68923404,2.47194735,2.30148542,1.84023776,2.04538001
2024-08-14,4.81703069,1.8121088,0.45012083,1.88631684,2.11446477,1.85050208,1.16786588,2.68923404,2.45765783,2.47383721,2.20217924,2.40096889
2024-08-15,4.81759987,1.8121088,0.44816795,1.88673512,2.12396775,1.85050208,1.16786588,2.68380853,2.46713976,2.47383721,2.20217924,2.43151761
2024-08-16,4.81759987,1.92264699,0.44816795,1.90700698,2.12396775,1.85048418,1.16786588,2.68380853,2.46713976,2.47383721,2.20430931,2.42902421
2024-08-17,4.81759987,1.92264699,0.44816795,1.90700698,2.12396775,1.85048418,1.16786588,2.68380853,2.46713976,2.47383721,2.20430931,2.42902421
2024-08-18,4.81759987,1.92264699,0.44816795,1.90700698,2.12396775,1.85048418,1.16786588,2.68380853,2.46713976,2.47383721,2.20430931,2.42902421
2024-08-19,4.75576082,1.86050262,0.44816795,1.87543974,2.12396775,1.85048418,1.16786588,2.67312742,2.46713976,2.46737632,2.16641389,2.43976355
2024-08-20,4.71564646,2.10764218,0.44816795,1.85914012,2.09818478,1.84460965,1.17473618,2.67312742,2.45485917,2.45074376,2.13930287,2.43447973
2024-08-21,4.71564646,2.10764218,0.35614478,1.85914012,2.09818478,1.84460965,1.17473618,2.666453,2.45485917,2.45074376,2.13930287,2.43447973
2024-08-22,4.71564646,2.10764218,0.35614478,1.91471665,2.09478535,1.86690755,1.17131824,2.666453,2.46075983,2.43922581,2.17558396,2.4554534
2024-08-23,4.46220492,2.09496352,0.35611738,1.90880731,2.09478535,1.8663378,1.17131824,2.57750928,2.46075983,2.43922581,2.22665041,2.4554534
2024-08-24,4.46220492,2.09496352,0.35611738,1.90880731,2.09478535,1.8663378,1.17131824,2.57750928,2.46075983,2.43922581,2.22665041,2.4554534
2024-08-25,4.46220492,2.09496352,0.35611738,1.90880731,2.09478535,1.8663378,1.17131824,2.57750928,2.46075983,2.43922581,2.22665041,2.4554534
2024-08-26,4.5049537,2.09023383,0.35611738,1.94668657,2.09478535,1.8663378,1.17131824,2.56932337,2.44161146,2.43775397,2.25812924,2.41445207
2024-08-27,4.5049537,2.03241871,0.35611738,1.94668657,2.07420114,1.84677343,1.14880962,2.56932337,2.41285218,2.39195767,2.25993841,2.34384397
2024-08-28,4.5049537,1.96416945,0.35462723,1.78245386,2.05947751,1.74320054,1.10941069,2.56932337,2.33343029,2.36848589,2.22780609,2.34384397
2024-08-29,4.23437456,1.96416945,0.33250958,1.91956366,1.99695608,1.74320054,1.00956446,2.56255581,2.33343029,2.2652367,2.19475002,2.34392667
2024-08-30,4.24247008,1.98357223,0.33266851,1.91956366,1.99695608,1.74320054,1.00956446,2.56232303,2.33343029,2.13943123,2.08150369,2.34392414
2024-08-31,4.24247008,1.98357223,0.33266851,1.91956366,1.99695608,1.74320054,1.00956446,2.56232303,2.33343029,2.13943123,2.08150369,2.34392414
2024-09-01,4.05506849,1.88965873,0.27232137,2.14283994,1.79616459,1.8192213,0.97291695,2.45331757,2.03498603,1.96755048,2.04455175,2.33561838
2024-09-02,4.2867618,1.84178628,0.26925544,2.14154502,1.79616459,1.8124272,0.97288549,2.4446799,2.03510281,1.97291907,2.04888872,2.4357805
2024-09-03,4.27729835,1.84902462,0.26925544,2.12125073,1.79628066,1.8124272,0.97288549,2.4446799,2.03502487,1.97291907,2.02037265,2.45058525
2024-09-04,4.27729835,1.9082582,0.22074589,2.08378006,1.77350102,1.79590395,0.96746805,2.43870676,2.02345278,1.97478215,2.01098644,2.47076099
2024-09-05,4.27729835,1.93514332,0.21950781,2.08378006,1.77292559,1.79377192,0.96523445,2.43870676,2.02080424,1.96850829,2.01098644,2.37516504
2024-09-06,4.27729835,1.93999655,0.21761258,2.08000729,1.77292559,1.79316506,0.96523445,2.43670778,2.02080424,1.96850829,2.02003468,2.37516504
2024-09-07,4.27729835,1.93999655,0.21761258,2.08000729,1.77292559,1.79316506,0.96523445,2.43670778,2.02080424,1.96850829,2.02003468,2.37516504
2024-09-08,4.27729835,1.93999655,0.21761258,2.08000729,1.77292559,1.79316506,0.96523445,2.43670778,2.02080424,1.96850829,2.02003468,2.37516504
2024-09-09,4.37867344,1.91487447,0.63139039,2.0688875,1.77292559,1.79316506,0.96523445,2.50035283,2.02080424,1.9517499,1.995052,2.43657664
2024-09-10,4.19126881,1.80280521,0.63139039,1.99952313,1.7608701,1.77934188,0.94212255,2.50035283,1.99364727,1.92716218,1.94502851,2.15397252
2024-09-11,4.19126881,1.70136247,0.64225824,1.83139558,1.75180341,1.67558962,0.89472269,2.51576034,1.93595797,1.88143594,1.92674292,2.31762299
2024-09-12,4.19155963,1.70136247,0.6346887,1.82981141,1.72914075,1.67558962,0.89472269,2.44156778,1.96105392,1.68142658,1.92674292,2.2777467
2024-09-13,4.19155963,1.71113343,0.62763969,1.80983667,1.64439812,1.65707221,0.85036152,2.44156778,1.91407623,1.71037942,1.78509793,2.27719105
2024-09-14,4.19155963,1.71113343,0.62763969,1.80983667,1.64439812,1.65707221,0.85036152,2.44156778,1.91407623,1.71037942,1.78509793,2.27719105
2024-09-15,4.19155963,1.71113343,0.62763969,1.80983667,1.64439812,1.65707221,0.85036152,2.44156778,1.91407623,1.71037942,1.78509793,2.27719105
2024-09-16,4.40578508,1.65383794,0.62763969,1.7654153,1.64439812,1.65707221,0.85036152,2.43759526,1.91407623,1.71129217,1.80963417,2.33958529
2024-09-17,4.40578508,1.59525565,0.62763969,1.71165922,1.64439812,1.65707221,0.85036152,2.43759526,1.91407623,1.7023707,1.76228538,2.31007384
2024-09-18,4.40578508,1.53947362,0.62763969,1.49137143,1.60237038,1.49072949,0.7813767,2.43759526,1.81483697,1.71230665,2.0645061,2.31007384
2024-09-19,4.40578508,1.62454089,0.59930429,1.49137143,1.58452125,1.48240168,0.76967718,2.44702403,1.79287158,1.68255374,2.0645061,2.14061917
2024-09-20,4.40578508,1.62454089,0.58840885,1.54190181,1.58452125,1.50151317,0.82835128,2.84488332,1.79287158,1.68255374,2.06711994,2.14061917
2024-09-21,4.40578508,1.62454089,0.58840885,1.54190181,1.58452125,1.50151317,0.82835128,2.84488332,1.79287158,1.68255374,2.06711994,2.14061917
2024-09-22,4.40578508,1.62454089,0.58840885,1.54190181,1.58452125,1.50151317,0.82835128,2.84488332,1.79287158,1.68255374,2.06711994,2.14061917
2024-09-23,4.53455839,1.55420912,0.58840885,1.53869724,1.58452125,1.50151317,0.82835128,2.86002695,1.79287158,1.67675018,2.0797399,2.20695413
2024-09-24,4.51603383,1.56456802,0.58840885,1.50588565,1.58452125,1.50151317,0.82835128,2.86002695,1.79287158,1.67675018,2.04582777,2.22885733
2024-09-25,4.44553295,1.64411669,0.61643069,1.51714067,1.58226419,1.49957005,0.81310378,2.86002695,1.76327765,1.69055827,2.04582777,2.22885733
2024-09-26,4.4542591,1.68250183,0.61643069,1.51714067,1.58226419,1.49971376,0.81310378,2.86642438,1.76327765,1.69055827,2.04582777,2.22980412
2024-09-27,4.45220076,1.68250183,0.57837261,1.5583965,1.58226419,1.44059549,0.74909191,2.86642438,1.76327765,1.56614845,1.96934444,2.22964529
2024-09-28,4.45220076,1.68250183,0.57837261,1.5583965,1.58226419,1.44059549,0.74909191,2.86642438,1.76327765,1.56614845,1.96934444,2.22964529
2024-09-29,4.45220076,1.68250183,0.57837261,1.5583965,1.58226419,1.44059549,0.74909191,2.86642438,1.76327765,1.56614845,1.96934444,2.22964529
2024-09-30,4.47431655,1.6706859,0.57837261,1.61279833,1.58226419,1.44059549,0.74909191,2.85643849,1.76327765,1.56223619,1.94607943,2.18066857
2024-10-01,4.68440229,1.76604593,0.53921284,1.65687091,1.06617061,1.47432037,0.59525915,2.71744968,1.28939888,1.32913913,1.74686623,2.2788441
2024-10-02,4.68440229,1.74690836,0.4497539,1.67871312,1.07890139,1.49510273,0.59761779,2.72958667,1.28684132,1.32819644,1.74686623,2.2788441
2024-10-03,4.68440229,1.74690836,0.4497539,1.67936339,1.07080144,1.49510273,0.59761779,2.72958667,1.27671341,1.33043187,1.75665233,2.24964914
2024-10-04,4.68440229,1.82132518,0.4502923,1.69046542,1.07080144,1.496051,0.59761779,2.72958667,1.27671341,1.33043187,1.77553518,2.25082946
2024-10-05,4.68440229,1.82132518,0.4502923,1.69046542,1.07080144,1.496051,0.59761779,2.72958667,1.27671341,1.33043187,1.77553518,2.25082946
2024-10-06,4.68440229,1.82132518,0.4502923,1.69046542,1.07080144,1.496051,0.59761779,2.72958667,1.27671341,1.33043187,1.77553518,2.25082946
2024-10-07,4.60725157,1.83362953,0.4502923,1.68115389,1.07080144,1.496051,0.59761779,2.74199395,1.27671341,1.34503998,1.81866314,2.39569236
2024-10-08,4.64335938,1.88954366,0.4502923,1.67029373,1.10052012,1.53222453,0.60963381,2.7283858,1.29472194,1.44136899,1.81123394,2.43424232
2024-10-09,4.63115482,2.18304092,0.49036405,1.87117581,1.1415253,1.66151541,0.65738932,2.75060731,1.3365499,1.46943689,1.81123394,2.43424232
2024-10-10,4.63115482,2.18826631,0.50059977,1.87126321,1.18060378,1.66794012,0.65738932,2.88925993,1.3801254,1.47427787,1.82406071,2.71613875
2024-10-11,4.63115482,2.2236173,0.50059977,1.92123574,1.18060378,1.66972081,0.65535092,2.88925993,1.3801254,1.47427787,1.87436352,2.68687581
2024-10-12,4.63115482,2.2236173,0.50059977,1.92123574,1.18060378,1.66972081,0.65535092,2.88925993,1.3801254,1.47427787,1.87436352,2.68687581
2024-10-13,4.63115482,2.2236173,0.50059977,1.92123574,1.18060378,1.66972081,0.65535092,2.88925993,1.3801254,1.47427787,1.87436352,2.68687581
2024-10-14,4.64101061,2.24683243,0.43935505,2.00505814,1.18060378,1.66972081,0.65535092,2.9253481,1.3801254,1.46988748,1.89114912,2.6922729
2024-10-15,4.64580346,2.17137949,0.43935505,2.0039638,1.11157009,1.66091045,0.62935761,2.9253481,1.30754009,1.45276658,1.87993491,2.70551432
2024-10-16,4.64580346,1.91352257,0.41563085,2.00391568,1.15783259,1.7104908,0.63486926,2.9253481,1.31711144,1.4536409,1.61670984,2.80795893
2024-10-17,4.64580346,1.86818209,0.42144843,2.13440588,1.20658689,1.78691334,0.68268602,2.93135521,1.40988802,1.45303513,1.61903783,2.80798427
2024-10-18,4.64580346,1.86818209,0.42144843,2.11781406,1.18776108,1.78496655,0.68268602,2.59110384,1.39290621,1.45303513,1.61768933,2.77313769
2024-10-19,4.64580346,1.86818209,0.42144843,2.11781406,1.18776108,1.78496655,0.68268602,2.59110384,1.39290621,1.45303513,1.61768933,2.77313769
2024-10-20,4.64580346,1.86818209,0.42144843,2.11781406,1.18776108,1.78496655,0.68268602,2.59110384,1.39290621,1.45303513,1.61768933,2.77313769
2024-10-21,4.64276182,1.80857703,0.42144843,2.04444406,1.18776108,1.79956618,0.73466535,2.63046738,1.39290621,1.43190875,1.59305477,2.73043233
2024-10-22,4.64773494,1.7712641,0.42144843,2.03334131,1.21401554,1.82592848,0.73175694,2.63046738,1.38928322,1.4295906,1.59787812,2.60466386
2024-10-23,4.64773494,1.72124171,0.44094318,2.03334131,1.21401554,1.82592848,0.73175694,2.63414466,1.38928322,1.4295906,1.59787812,2.60466386
2024-10-24,4.64773494,1.72124171,0.4473846,1.93292929,1.15365121,1.7489945,0.7218378,2.63414466,1.37828652,1.414576,1.58174627,2.57195639
2024-10-25,4.64773494,1.74138097,0.44727892,1.92292509,1.15365121,1.72816968,0.7218378,2.63414466,1.3860067,1.38518865,1.58907954,2.57195639
2024-10-26,4.64773494,1.74138097,0.44727892,1.92292509,1.15365121,1.72816968,0.7218378,2.63414466,1.3860067,1.38518865,1.58907954,2.57195639
2024-10-27,4.64773494,1.74138097,0.44727892,1.92292509,1.15365121,1.72816968,0.7218378,2.63414466,1.3860067,1.38518865,1.58907954,2.57195639
2024-10-28,4.6622798,1.77774097,0.45294903,1.9401803,1.15365121,1.72816968,0.7218378,2.62956072,1.3860067,1.39577684,1.61077599,2.54958116
2024-10-29,4.6622798,1.82583602,0.45294903,1.95156987,1.17499483,1.74980497,0.73074615,2.62956072,1.39848755,1.40658526,1.61892004,2.65122502
2024-10-30,4.65772763,1.82688517,0.47785207,2.00551426,1.20161948,1.74980497,0.8102629,2.6287812,1.39848755,1.47368359,1.65488147,2.65122502
2024-10-31,4.66934884,1.82758998,0.48470136,2.00551426,1.20161948,1.74980497,0.8102629,2.62913173,1.39848755,1.6228944,1.6733864,2.67066827
2024-11-01,4.88102037,1.98243542,0.57728735,2.03014021,1.26213494,2.06829241,1.06403359,2.66917759,1.94784126,1.70231312,1.72193326,2.79412705
2024-11-02,4.88102037,1.98243542,0.57728735,2.03014021,1.26213494,2.06829241,1.06403359,2.66917759,1.94784126,1.70231312,1.72193326,2.79412705
2024-11-03,4.88102037,1.98243542,0.57728735,2.03014021,1.26213494,2.06829241,1.06403359,2.66917759,1.94784126,1.70231312,1.72193326,2.79412705
2024-11-04,5.03656781,1.98950769,0.57728735,2.06640287,1.26213494,2.06829241,1.06403359,2.69622833,1.94784126,1.71673255,1.7398195,2.82646129
2024-11-05,5.00453387,1.9668392,0.57728735,2.06157267,1.28690313,2.10022179,1.067958,2.69622833,1.95308394,1.72401167,1.75135959,2.81028199
2024-11-06,5.00453387,1.99086624,0.6198985,2.04778343,1.27880017,2.07045849,1.07684548,2.69622833,1.95272692,1.7105498,1.75320277,2.81028199
2024-11-07,5.00453387,1.99160659,0.6198985,2.04778343,1.28059448,2.07045849,1.07684548,2.69243843,1.95526347,1.66057354,1.7398715,2.81689439
2024-11-08,5.05675556,2.02652579,0.62054849,2.08906646,1.28059448,2.07310109,1.07684548,2.70103201,1.95526347,1.66057354,1.78047207,2.76776366
2024-11-09,5.05675556,2.02652579,0.62054849,2.08906646,1.28059448,2.07310109,1.07684548,2.70103201,1.95526347,1.66057354,1.78047207,2.76776366
2024-11-10,5.05675556,2.02652579,0.62054849,2.08906646,1.28059448,2.07310109,1.07684548,2.70103201,1.95526347,1.66057354,1.78047207,2.76776366
2024-11-11,5.11152252,2.05319721,0.40305858,2.11010827,1.28059448,2.07310109,1.07684548,2.73532096,1.95526347,1.65520183,1.81137943,2.73764942
2024-11-12,5.11589647,2.06610028,0.40305858,2.11359901,1.28059448,2.07571636,1.08426703,2.73532096,1.95526347,1.65520183,1.8216299,2.72199438
2024-11-13,5.11589647,2.14835367,0.38817072,2.36928066,1.34080627,2.26326017,1.14983017,2.65743876,2.05057456,1.70724966,1.83807663,2.73871361
2024-11-14,5.11589647,2.14835367,0.39035246,2.36963018,1.34080627,2.26326017,1.14983017,2.65743876,2.05873526,1.71424634,1.83807663,2.73893195
2024-11-15,5.11589647,2.12425423,0.39041733,2.34963066,1.41740028,2.26529163,1.16479859,2.65743876,2.08993307,1.71424634,1.85400481,2.76377955
2024-11-16,5.11589647,2.12425423,0.39041733,2.34963066,1.41740028,2.26529163,1.16479859,2.65743876,2.08993307,1.71424634,1.85400481,2.76377955
2024-11-17,5.11589647,2.12425423,0.39041733,2.34963066,1.41740028,2.26529163,1.16479859,2.65743876,2.08993307,1.71424634,1.85400481,2.76377955
2024-11-18,5.16453856,2.12710379,0.38387306,2.31323524,1.41740028,2.26529163,1.16479859,2.68850066,2.08993307,1.73186437,1.85948418,2.71550484
2024-11-19,5.16453856,2.22623225,0.38387306,2.30592954,1.43649426,2.28624069,1.16475343,2.68850066,2.08891236,1.74538344,1.89939404,2.78671338
2024-11-20,5.16453856,2.22669675,0.36335976,2.3045688,1.43649426,2.28342187,1.16562752,2.68798,2.08891236,1.78239196,2.44244032,2.78811517
2024-11-21,5.16453856,2.22669675,0.36791534,2.39749438,1.43770105,2.32067549,1.18799332,2.68798,2.13980225,1.79931329,2.46788007,2.78235566
2024-11-22,5.16439899,2.20530118,0.3887196,2.38600436,1.43770105,2.31806804,1.18799332,2.40949222,2.13980225,1.79931329,2.46949675,2.78235566
2024-11-23,5.16439899,2.20530118,0.3887196,2.38600436,1.43770105,2.31806804,1.18799332,2.40949222,2.13980225,1.79931329,2.46949675,2.78235566
2024-11-24,5.16439899,2.20530118,0.3887196,2.38600436,1.43770105,2.31806804,1.18799332,2.40949222,2.13980225,1.79931329,2.46949675,2.78235566
2024-11-25,5.31900526,2.23409523,0.3887196,2.37308147,1.43770105,2.31806804,1.18799332,2.39525977,2.13262452,1.78699689,2.46491477,2.7531531
2024-11-26,5.31900526,2.27440192,0.3887196,2.39387489,1.45680417,2.33813431,1.19750451,2.39525977,2.14461853,1.79937196,2.49805667,2.88678308
2024-11-27,5.31771846,2.27065928,0.39491609,2.40701911,1.48431077,2.33693211,1.22258306,2.39461125,2.18542675,1.80558072,2.49805667,2.88661222
2024-11-28,5.31780177,2.27065928,0.39550862,2.35080347,1.48092744,2.33693211,1.24204056,2.39461125,2.18542675,1.79621468,2.51023503,2.90566856
2024-11-29,5.31122447,2.26885328,0.40571959,2.35080347,1.48092744,2.33693211,1.24204056,2.39409465,2.18542675,1.85840698,2.5158354,2.90566856
2024-11-30,5.31122447,2.26885328,0.40571959,2.35080347,1.48092744,2.33693211,1.24204056,2.39409465,2.18542675,1.85840698,2.5158354,2.90566856
2024-12-01,5.61872734,2.35669872,0.49730185,2.31907487,1.4112734,2.24785892,1.59005592,2.45682914,2.56906328,1.95822988,2.60856319,2.97947864
2024-12-02,5.86941335,2.32687367,0.47958912,2.32157843,1.4112734,2.24785892,1.59005592,2.45023254,2.56906328,1.97425755,2.59463558,2.81408363
2024-12-03,5.84834904,2.29460965,0.47958912,2.332063,1.42341332,2.26223643,1.59216699,2.45023254,2.5717905,1.98109193,2.64404828,2.85741913
2024-12-04,5.84834904,2.29864958,0.43287354,2.33091001,1.42341332,2.26223643,1.59216699,2.44942813,2.5717905,1.98109193,2.64210419,2.85741913
2024-12-05,5.84834904,2.29864958,0.42284356,2.36697772,1.41802204,2.27617976,1.59805363,2.44942813,2.57830332,1.67032497,2.64210419,2.85126166
2024-12-06,5.84834904,2.32917644,0.42596791,2.35805773,1.41802204,2.27642477,1.59805363,2.43608961,2.57830332,1.67032497,2.64515676,2.88977234
2024-12-07,5.84834904,2.32917644,0.42596791,2.35805773,1.41802204,2.27642477,1.59805363,2.43608961,2.57830332,1.67032497,2.64515676,2.88977234
2024-12-08,5.84834904,2.32917644,0.42596791,2.35805773,1.41802204,2.27642477,1.59805363,2.43608961,2.57830332,1.67032497,2.64515676,2.88977234
